Date,Year,Month,HistAvgFlow,adjusted_historical
1956-10-01,1956,10,15.960000038146974,17.441441112543597
1956-11-01,1956,11,16.81999969482422,23.157776968074963
1956-12-01,1956,12,15.989999771118166,24.55489153469142
1957-01-01,1957,1,17.59000015258789,21.950204060130485
1957-02-01,1957,2,125.91000366210936,134.57128404461952
1957-03-01,1957,3,146.0,153.02397521828922
1957-04-01,1957,4,86.87000274658203,89.09392602278
1957-05-01,1957,5,132.1999969482422,131.5291935754284
1957-06-01,1957,6,50.400001525878906,51.670816876418634
1957-07-01,1957,7,17.139999389648438,17.707277022298154
1957-08-01,1957,8,10.220000267028809,10.76473516389245
1957-09-01,1957,9,8.489999771118164,8.962566000459999
1957-10-01,1957,10,15.710000038146973,17.281924286340015
1957-11-01,1957,11,22.6200008392334,29.422283122176385
1957-12-01,1957,12,49.09000015258789,68.30072193875806
1958-01-01,1958,1,54.58000183105469,59.06876074869068
1958-02-01,1958,2,267.8599853515625,271.0033474639122
1958-03-01,1958,3,150.41000366210938,156.64711121564451
1958-04-01,1958,4,247.50999450683594,260.0428023757851
1958-05-01,1958,5,269.8500061035156,264.83100191813406
1958-06-01,1958,6,114.01000213623047,114.36135231536724
1958-07-01,1958,7,32.59000015258789,32.802477881038904
1958-08-01,1958,8,17.1200008392334,17.22765186982313
1958-09-01,1958,9,11.539999961853027,11.746755614529755
1958-10-01,1958,10,11.289999961853027,12.111097830766926
1958-11-01,1958,11,13.800000190734863,16.27685824592976
1958-12-01,1958,12,15.350000381469727,23.458880726986415
1959-01-01,1959,1,65.9800033569336,71.0865630034758
1959-02-01,1959,2,65.0199966430664,71.91202917346392
1959-03-01,1959,3,74.16999816894531,77.80010677058813
1959-04-01,1959,4,77.16000366210938,78.53441259867171
1959-05-01,1959,5,48.150001525878906,49.594267086942956
1959-06-01,1959,6,19.6200008392334,20.21626618277073
1959-07-01,1959,7,9.279999732971191,9.749337233844303
1959-08-01,1959,8,6.630000114440918,7.048724334639554
1959-09-01,1959,9,7.800000190734863,8.18078074587852
1959-10-01,1959,10,7.099999904632568,7.54085631129109
1959-11-01,1959,11,7.260000228881836,7.4986529281829
1959-12-01,1959,12,9.329999923706055,9.996335416673388
1960-01-01,1960,1,19.31999969482422,23.77692260380743
1960-02-01,1960,2,125.08000183105469,134.78562036660492
1960-03-01,1960,3,146.1999969482422,153.00706231535378
1960-04-01,1960,4,102.55999755859375,106.9300394464417
1960-05-01,1960,5,67.5,67.81596480464896
1960-06-01,1960,6,31.8799991607666,32.542215481201694
1960-07-01,1960,7,12.130000114440918,12.658751803946695
1960-08-01,1960,8,7.869999885559082,8.191658814948806
1960-09-01,1960,9,6.380000114440918,6.683061314739363
1960-10-01,1960,10,6.619999885559082,7.0623965974108005
1960-11-01,1960,11,14.630000114440918,18.022917623178838
1960-12-01,1960,12,25.780000686645508,33.936358032686904
1961-01-01,1961,1,21.030000686645508,26.054324698871486
1961-02-01,1961,2,53.95000076293945,60.827939185749806
1961-03-01,1961,3,50.91999816894531,59.96170412851964
1961-04-01,1961,4,65.83999633789062,67.25361807626055
1961-05-01,1961,5,70.06999969482422,70.58390730692635
1961-06-01,1961,6,32.4900016784668,33.116404880238036
1961-07-01,1961,7,11.210000038146973,11.703939567270282
1961-08-01,1961,8,7.739999771118164,8.048542913113781
1961-09-01,1961,9,6.070000171661377,6.38601120160755
1961-10-01,1961,10,6.849999904632568,7.302204237066547
1961-11-01,1961,11,9.430000305175781,10.878457902211483
1961-12-01,1961,12,20.3799991607666,30.51470073881854
1962-01-01,1962,1,14.390000343322754,21.60528191022475
1962-02-01,1962,2,103.44999694824219,110.27345473750175
1962-03-01,1962,3,70.75,74.11341466975124
1962-04-01,1962,4,197.0800018310547,203.03119337197634
1962-05-01,1962,5,116.80000305175781,118.2992874045685
1962-06-01,1962,6,56.27000045776367,57.319635744825135
1962-07-01,1962,7,16.31999969482422,17.096114611258923
1962-08-01,1962,8,7.46999979019165,7.790118279647597
1962-09-01,1962,9,6.980000019073486,7.320223210156511
1962-10-01,1962,10,148.2100067138672,227.84366417785193
1962-11-01,1962,11,29.15999984741211,35.45296060127076
1962-12-01,1962,12,90.88999938964844,108.86955727926662
1963-01-01,1963,1,85.95999908447266,95.98288351516557
